sid,utt,codec,src,attack,label,trimed,subset,vocoder,s1,s2,s3,s4,btse_feat_embedded,aasistssl_feat_embedded,vocosig_feat_embedded
LA_0021,DF_E_2014017,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 86.13003  -13.736861],[43.112057 45.356544],[-36.48407 -38.53737]
VCC2SF4,DF_E_4302958,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 59.692665 -42.946575],[ 43.98964 -61.00854],[ 33.298363 -72.958466]
LA_0039,DF_E_4937344,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 84.26696  -16.151373],[10.889159 54.26017 ],[ -5.778305 -73.041725]
TFF1,DF_E_3648938,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-20.247427  24.105604],[ 62.669838 -19.144268],[ -1.0623983 -60.24206  ]
LA_0013,DF_E_2953325,high_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-25.783283    6.8883586],[ -1.8281263 -55.215855 ],[71.72865  31.920885]
LA_0046,DF_E_3207745,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 84.33636  -27.229628],[14.1945915 81.06919  ],[46.610413 22.032885]
LA_0039,DF_E_2541121,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[46.93495  40.420723],[-2.669657 64.30436 ],[-45.12727  -61.549553]
SEM1,DF_E_3702289,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 33.29923 -44.33201],[52.08974 25.70128],[50.754337 50.47593 ]
LA_0028,DF_E_4920622,nocodec,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-84.238525 -22.316414],[-57.651375 -45.225452],[-12.173558 -84.81098 ]
VCC2TF1,DF_E_3179918,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-21.64895   26.787859],[ 51.3269   -47.114468],[ 40.385273 -66.97073 ]
LA_0009,DF_E_4299204,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 16.307886 -54.22686 ],[11.250441 43.79451 ],[ -1.4132354 -86.42725  ]
VCC2SF4,DF_E_3765963,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 13.406744 -63.68806 ],[27.023886 45.27435 ],[-40.214638 -52.62276 ]
LA_0032,DF_E_3075448,nocodec,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-28.407902    7.5444236],[  7.1984563 -61.749577 ],[ 70.730316 -40.519882]
LA_0040,DF_E_3721569,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[53.697815 24.369436],[ 7.80276 56.79162],[-39.63444 -47.50454]
LA_0036,DF_E_2074273,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[57.624714 47.312878],[ 1.1254213 78.88414  ],[-61.651863   -3.7029805]
TMM1,DF_E_3792344,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-60.875385 -30.02201 ],[-26.65236  -62.063774],[-53.976715  67.57679 ]
LA_0066,DF_E_4332931,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[67.73697 43.39964],[-21.368143  54.8391  ],[ -1.5162896 -67.713875 ]
LA_0032,DF_E_2255182,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[48.769154 47.524433],[51.757935 40.875435],[ 35.39422 -71.67341]
TEM2,DF_E_2511202,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 32.628647 -55.50172 ],[35.635914 46.742653],[49.611904 24.487597]
SEF1,DF_E_2447678,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-19.909094   6.403226],[ -9.695089 -79.01669 ],[83.09263  24.080473]
SEF1,DF_E_4449655,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[31.244715   2.4685307],[-23.157652 -70.86526 ],[-27.839037 -78.89428 ]
LA_0035,DF_E_3213194,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 91.708176 -20.62738 ],[-18.420773  58.725445],[-64.77105   16.396276]
TEM1,DF_E_4678159,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 59.64074 -44.33662],[ 31.747137 -65.95609 ],[ 24.700169 -72.6843  ]
TEF2,DF_E_2020833,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[73.60546   4.016191],[-59.843327 -46.83968 ],[ 69.17622  -42.003216]
SEF2,DF_E_3810424,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[13.472657 20.149769],[ 36.57647 -66.1154 ],[76.99593  32.842464]
LA_0013,DF_E_4448793,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 49.266308 -30.672867],[ 56.07663  -28.927681],[80.71113  17.169699]
VCC2SM1,DF_E_2800507,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 27.570276 -61.349503],[35.161842  12.8851795],[69.07575 61.00531]
TGM1,DF_E_3190022,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 57.460052 -55.51266 ],[52.750465 32.39702 ],[-43.121307 -14.166715]
LA_0048,DF_E_3002697,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 28.507572 -44.931973],[24.614408 72.506645],[-30.32069  -28.067616]
VCC2TF1,DF_E_3270118,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 16.973536 -14.717531],[ 61.46478  -20.915972],[46.921326 61.964943]
VCC2SM1,DF_E_3436832,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 33.38035 -59.54276],[50.919712 24.529505],[ -6.3587027 -68.702515 ]
VCC2SM2,DF_E_2893522,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 40.039135 -51.387985],[63.004757    0.84355277],[-12.691922 -30.29542 ]
LA_0047,DF_E_2592709,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[59.09704  47.997128],[-2.8201087 41.954082 ],[-53.604614  27.60438 ]
LA_0018,DF_E_3396899,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 27.167198 -67.534164],[37.74387  48.164207],[80.99083  15.550524]
VCC2SF4,DF_E_4955325,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 50.366455 -35.108784],[64.01724   8.022602],[-21.267557 -81.18344 ]
SEF1,DF_E_4217184,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-22.944117   6.724583],[ -7.9527698 -80.81284  ],[-38.494938 -57.959435]
SEM1,DF_E_2191276,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 37.998318 -14.663997],[ 56.72046  -30.844671],[58.822464 29.327051]
LA_0023,DF_E_3711510,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 47.741947 -41.08322 ],[59.274654 22.411806],[-35.00617 -53.68829]
LA_0011,DF_E_4787207,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[57.907616   7.3490386],[60.82229    1.1225537],[-39.71375  -35.583443]
TMM1,DF_E_4061954,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 50.34757  -17.826986],[ 58.587284 -24.04835 ],[-27.109854 -75.02246 ]
LA_0019,DF_E_3613757,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[47.2341  32.86107],[-19.03317  66.46757],[48.83297  25.340303]
LA_0026,DF_E_2847479,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 91.74772  -20.948044],[19.721285 72.59329 ],[-55.937916  31.602472]
LA_0046,DF_E_2109236,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 11.554033 -53.367184],[33.58093  54.602642],[-31.16014   38.927322]
LA_0002,DF_E_4482379,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-17.340937 -69.21208 ],[17.173956 38.13068 ],[ 21.11968 -70.0774 ]
LA_0014,DF_E_3787913,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 21.999054 -68.52754 ],[48.439735 46.708187],[-46.466    -17.715288]
LA_0014,DF_E_4569787,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -7.3411813 -66.009    ],[13.2100935 63.402863 ],[-29.860315 -30.60282 ]
LA_0046,DF_E_3458553,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -9.614117 -41.878956],[11.771754 80.973946],[-36.455177 -50.576664]
VCC2SM4,DF_E_3033731,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[29.936596 68.14644 ],[-52.755806 -57.265175],[ 44.19237  -63.393368]
VCC2TF2,DF_E_4998543,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-65.753265 -21.116602],[ 11.574291 -80.59559 ],[ 49.04569  -59.039467]
LA_0003,DF_E_4697405,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[3.3146958 8.29465  ],[ -0.8991181 -69.12677  ],[-33.84032  -80.651665]
LA_0013,DF_E_3420910,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 57.207737 -39.561504],[ 42.10719  -57.901028],[-25.537773 -77.40059 ]
LA_0011,DF_E_2896474,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[43.254677 26.030397],[-5.1423106 67.69941  ],[-58.302975  -5.007503]
LA_0032,DF_E_4640415,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 25.133097 -47.88706 ],[37.478714 40.133877],[-27.673983 -75.65704 ]
VCC2TM2,DF_E_2553850,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 10.736887 -14.078695],[-27.585524 -70.64896 ],[ 33.62848 -72.78882]
LA_0019,DF_E_4831728,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-10.780705 -58.298527],[-4.9139695 74.46711  ],[-40.86363  -73.422165]
LA_0043,DF_E_4178464,mp3m4a,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-59.205822    3.2785718],[-58.037815 -47.778267],[ 47.98315  -59.965263]
LA_0043,DF_E_3270070,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[40.028854 16.767736],[31.164446 67.85877 ],[-50.457756  -8.025568]
LA_0031,DF_E_4539656,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[58.70755 42.96644],[-4.607469 56.10067 ],[-65.26803  17.11968]
LA_0005,DF_E_3009284,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[30.55401  -8.224715],[  8.190572 -74.65452 ],[ 85.345    -26.579765]
LA_0005,DF_E_3631174,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 0.8564082 10.226396 ],[ 63.54522  -25.665878],[-16.996752 -19.18954 ]
VCC2TM1,DF_E_4304697,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  3.7108772 -16.987125 ],[-27.130552 -63.947006],[ 83.816124 -28.094814]
VCC2SF1,DF_E_2478773,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-19.038557  23.782118],[-27.552107 -70.91634 ],[-31.07247  -44.269753]
LA_0003,DF_E_3704204,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -7.764351 -65.946556],[-17.657137  62.011868],[-65.94601     1.6291635]
LA_0047,DF_E_2700129,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[54.581192 21.543133],[41.364388 54.72231 ],[-36.710175 -70.26294 ]
LA_0024,DF_E_2684296,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[55.94335  14.750343],[31.517733 67.27698 ],[-21.843212 -80.270004]
LA_0005,DF_E_3822441,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 78.968376 -28.413614],[30.445595 37.980614],[-30.02266 -79.61201]
LA_0028,DF_E_4676429,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 84.99434  -19.625069],[-18.630022  52.63095 ],[-28.169065  36.490196]
LA_0011,DF_E_4936448,nocodec,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-63.158134   2.120925],[-49.981026 -55.54606 ],[-64.36788   56.237583]
LA_0043,DF_E_2124915,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[34.130157 38.146225],[16.450943 53.6548  ],[-35.79408 -33.30084]
LA_0003,DF_E_2635478,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[26.337782 33.96468 ],[24.448393 47.199993],[84.38377  19.287222]
LA_0037,DF_E_2494781,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[51.35692  47.124214],[ 3.3007483 80.28492  ],[-32.024826 -44.505905]
LA_0018,DF_E_3992246,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  2.8502827 -42.619568 ],[-13.615043  48.481377],[-41.242764  39.050854]
TFF1,DF_E_4027179,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[46.70782 37.78327],[ 0.6757607 41.912895 ],[-35.74413   37.360714]
LA_0040,DF_E_4058509,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-11.773991 -62.221863],[ 5.6597123 41.037914 ],[-65.7026    20.220222]
LA_0028,DF_E_4373227,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[51.46604 49.44988],[-3.5157428 40.7601   ],[-44.932518 -21.275341]
LA_0042,DF_E_4594441,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ -6.315167 -42.798355],[ 55.094017 -25.58044 ],[40.123993 11.150001]
LA_0011,DF_E_4826605,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[27.814936 27.843576],[13.487483 53.98559 ],[-57.858166   5.728937]
TMM1,DF_E_4013281,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-58.037434 -26.202362],[ 37.394325 -69.07694 ],[  3.8210576 -54.04549  ]
LA_0028,DF_E_4371033,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[  4.466846 -41.17495 ],[15.285451 51.931667],[-34.747013  38.450912]
LA_0040,DF_E_4316078,high_m4a,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[14.126958 18.68077 ],[-29.75446 -65.48932],[-16.09411 -88.45186]
VCC2SF2,DF_E_3261417,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-19.797098  35.558403],[-64.3277   -50.967556],[ 63.195198 -47.291428]
LA_0007,DF_E_2771813,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[57.234154 12.686985],[56.071598 38.655094],[-62.351295  17.08805 ]
LA_0065,DF_E_3103895,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 24.175568 -44.005325],[28.532692 38.820187],[81.606026 17.035793]
LA_0056,DF_E_2048226,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 12.755981 -44.155838],[41.175808 34.114094],[53.343346 28.61642 ]
LA_0003,DF_E_4924166,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[53.93848  23.574314],[26.71213 56.5016 ],[-58.776287   7.856331]
LA_0023,DF_E_2828370,high_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-18.037848   5.744664],[-45.85402 -54.13694],[-45.536102 -66.55425 ]
LA_0045,DF_E_4962805,high_ogg,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-58.966927 -27.703014],[-64.678   -42.28961],[ -3.706562 -69.593475]
SEF1,DF_E_4582424,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[42.507343 -5.55706 ],[-23.201818 -67.28505 ],[-43.409763 -52.235767]
LA_0036,DF_E_2281600,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[-12.248261 -49.70155 ],[-3.4512742 30.96288  ],[-62.692677   -3.6179032]
VCC2TF2,DF_E_3450634,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 34.70349  -58.532215],[37.829056 40.57588 ],[-41.43174  -15.247158]
LA_0030,DF_E_2947837,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -2.8291156 -45.267464 ],[10.689234 71.67226 ],[-66.76833    9.247612]
LA_0040,DF_E_4475876,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[64.20556 42.33673],[ 1.9639632 59.62163  ],[-61.052402   -9.2136345]
LA_0028,DF_E_3695322,low_m4a,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[25.821524   3.6595566],[ 40.26622  -66.384254],[-33.704914 -73.53672 ]
LA_0001,DF_E_3022198,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -6.3394303 -43.43121  ],[-12.84402   57.016186],[-52.647152 -17.630478]
TEF2,DF_E_3648209,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 3.5069633e+01 -2.8651081e-02],[ 34.558075 -66.42968 ],[-29.521837 -82.95695 ]
VCC2TM1,DF_E_4552668,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-17.499287   -6.8411093],[-54.283066 -59.200462],[39.246532 71.80075 ]
LA_0016,DF_E_3928936,high_ogg,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[15.196048 11.262011],[-51.11239  -55.562397],[ -7.413418 -43.80219 ]
LA_0003,DF_E_3324719,high_ogg,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[13.371439 20.351452],[ 60.419514 -33.195324],[-19.948038 -83.37375 ]
LA_0011,DF_E_2182261,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[56.10907  18.707804],[24.827436 54.526783],[-16.175346 -86.601265]
LA_0002,DF_E_4149735,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[61.010487 26.242577],[ 5.1150413 40.099457 ],[-40.261787 -56.828114]
TMM1,DF_E_2815133,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[22.088142   3.4062243],[ 27.891296 -72.13001 ],[ 36.467743 -70.76692 ]
LA_0021,DF_E_2181338,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 83.69483  -19.523087],[30.8109   58.337963],[-34.30466  -40.843563]
LA_0036,DF_E_3845636,high_m4a,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[ 7.151909 26.472351],[-31.357443 -67.78728 ],[  6.3091903 -50.815434 ]
LA_0001,DF_E_2429407,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[39.612892 38.884277],[-13.626545  59.937267],[-67.36227     1.7402296]
LA_0028,DF_E_3087646,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[35.323883 18.617294],[57.6771   36.140766],[-57.676918 -11.2419  ]
VCC2SF1,DF_E_3969898,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 22.109781 -14.86664 ],[53.631744 29.671156],[ -2.9911432 -83.930214 ]
LA_0015,DF_E_4568205,low_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-33.91413    7.969681],[ 60.791023 -33.9394  ],[  4.060386 -49.22085 ]
TGF1,DF_E_3387583,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[28.806992 -6.567958],[63.215443  8.940653],[-39.684433 -22.046425]
LA_0028,DF_E_4591116,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[58.416775   -0.40170607],[40.816757 11.699513],[-50.214203 -20.316912]
LA_0023,DF_E_3164909,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[35.254032 27.70072 ],[ 7.223642 78.763725],[ 63.11282 -47.35921]
TGM1,DF_E_4693126,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 26.327204 -56.848717],[68.27492 18.31161],[-23.55846  -82.136894]
LA_0051,DF_E_4054681,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[63.095734 47.315506],[ 9.414481 73.03832 ],[-27.510363  34.373775]
TGM1,DF_E_4787009,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 59.724316 -39.847187],[-35.39954 -53.34231],[46.663403 61.969486]
LA_0036,DF_E_2375295,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 85.06543  -16.624607],[-5.4798675 64.62091  ],[-54.272324  26.108234]
LA_0014,DF_E_4215970,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[54.05218  30.805193],[ 2.621628 61.45504 ],[-29.403896 -78.75052 ]
LA_0036,DF_E_2352107,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[82.28703  -8.875477],[35.24595 40.25219],[-53.06718   23.643372]
VCC2SF2,DF_E_2468317,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  4.3646255 -67.34803  ],[35.896923 13.305249],[55.12134 32.06594]
SEF2,DF_E_4960932,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 9.537616 -8.663583],[-24.201803 -69.163795],[51.59056 48.99134]
VCC2TM2,DF_E_2738978,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-17.671705  37.40415 ],[-62.608257 -50.599937],[99.73712  -6.505415]
LA_0046,DF_E_2408172,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[28.10187   -7.6449986],[  9.069309 -74.80038 ],[49.059868 23.70663 ]
LA_0013,DF_E_3572033,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-18.072384  23.799658],[ 63.22873  -26.345732],[ -2.204367 -86.01408 ]
LA_0017,DF_E_3862591,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[29.39691  36.470127],[-5.214263 50.772938],[-58.174175     0.23131807]
VCC2SF4,DF_E_4964252,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[0.8086122 8.499572 ],[ 36.312424 -63.44663 ],[ 95.38498  -15.281173]
LA_0032,DF_E_2333668,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 83.40828  -20.859734],[46.793262 43.9238  ],[52.545063 47.211193]
SEF1,DF_E_2115422,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 13.056102 -10.964864],[ 38.635197 -69.82058 ],[46.455612 59.69154 ]
LA_0046,DF_E_4391574,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[35.767487 16.034554],[31.42446  67.598076],[-56.18009   31.349815]
LA_0005,DF_E_2895634,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  9.151124 -40.375256],[ 9.417703 67.22835 ],[-42.290825 -55.01374 ]
LA_0010,DF_E_3107845,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 91.55526  -15.797606],[ 9.137924 64.572426],[-24.96904   36.074833]
TEF2,DF_E_4832992,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 50.50451  -18.106602],[ 61.13326 -20.19727],[-42.47264 -46.39026]
VCC2SF3,DF_E_3270124,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 22.481802 -15.032649],[49.90186  37.650505],[-38.656715 -48.417656]
LA_0034,DF_E_2072333,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[27.637146 27.772669],[64.860435 20.907917],[ -2.435867 -67.04285 ]
LA_0018,DF_E_3432902,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[59.95592 48.67808],[25.935469 56.24295 ],[85.61098  22.315535]
LA_0004,DF_E_4295372,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 79.23181  -23.611763],[15.917041 80.99392 ],[-42.82266 -72.68139]
LA_0040,DF_E_2872193,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[45.81314  27.272804],[18.200068 53.125664],[-64.7152      2.3266215]
LA_0042,DF_E_4353888,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-12.106835 -59.627026],[34.42377  73.299126],[-13.251954 -90.156815]
LA_0011,DF_E_2061555,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 79.33868  -23.810152],[28.655592 54.61511 ],[-49.500256 -20.836905]
LA_0033,DF_E_4023501,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 27.655447 -45.00637 ],[11.395396 70.61264 ],[53.30555 48.02034]
LA_0039,DF_E_4904764,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[55.479572 41.921577],[-6.3389196 71.98563  ],[-50.966503  35.965466]
LA_0031,DF_E_2352207,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[-16.76386  -65.591194],[21.159111 44.114136],[-53.54753  -17.396076]
LA_0021,DF_E_4991998,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[34.044796 17.293074],[25.083864 58.202137],[-50.552746  34.409824]
LA_0018,DF_E_3864641,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 12.299359 -43.66018 ],[ 9.376276 62.662846],[  5.1936054 -49.181812 ]
LA_0003,DF_E_2758983,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 91.23525  -15.867296],[-15.578332  59.5613  ],[-60.229984  17.81697 ]
LA_0003,DF_E_3520424,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[27.601875 33.812607],[52.049885   1.3188267],[-64.736855  54.446304]
LA_0018,DF_E_4644182,high_ogg,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-3.8091102 28.396921 ],[-29.02489  -57.238575],[-42.842762 -64.59931 ]
VCC2SM4,DF_E_2852941,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-53.033596 -18.389288],[-39.41485 -72.74079],[ 59.89136 -49.93751]
LA_0045,DF_E_2016312,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-10.074943 -49.02867 ],[ 4.2948227 71.52821  ],[-67.3376    12.117426]
