sid,utt,codec,src,attack,label,trimed,subset,vocoder,s1,s2,s3,s4,btse_feat_embedded,aasistssl_feat_embedded,vocosig_feat_embedded
VCC2TF2,DF_E_3735828,high_m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-,[ 61.626987 -51.945335],[61.92343 19.67096],[24.787542  3.717331]
TEF2,DF_E_4619826,nocodec,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FF,E,[72.578735 48.447197],[-1.3834499 -6.2271304],[-22.383524   2.878543]
LA_0014,DF_E_3636190,high_ogg,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[ 70.70815  -10.468457],[-13.280151  41.86136 ],[ 40.370495 -25.69306 ]
TGM1,DF_E_3890726,low_mp3,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,FM,G,[-17.704754  15.32275 ],[51.590378   7.4233108],[ 25.299557 -79.16148 ]
VCC2TF1,DF_E_4109661,nocodec,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,MF,-,[-37.905495 -27.90698 ],[59.013927 26.32357 ],[11.65298 93.10022]
VCC2TM1,DF_E_2391825,low_m4a,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,MM,-,[60.02812  24.546844],[ 50.410057 -16.629662],[20.103949 27.9257  ]
LA_0014,DF_E_3839367,oggm4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-69.17835 -43.97443],[-52.384327  23.343403],[  2.5093215 -37.298943 ]
LA_0011,DF_E_4609457,high_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-73.07478 -43.16241],[-26.802631  27.90524 ],[-76.04197  14.94834]
VCC2TM2,DF_E_4459391,high_m4a,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,MM,-,[-49.597874 -20.2787  ],[60.481438 34.624672],[ 32.58117 -71.81122]
LA_0028,DF_E_4087935,oggm4a,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-26.429861   -6.4047117],[ 16.861315 -31.471151],[34.588898 39.53943 ]
TFM1,DF_E_3445022,high_m4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,FM,F,[ 3.442278 57.049072],[ 52.700043 -23.236498],[30.108553  -7.2205725]
LA_0020,DF_E_4828270,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 27.050222 -62.12938 ],[-23.269373 -79.0742  ],[-69.88817  41.62046]
VCC2TF1,DF_E_4023079,high_m4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FF,-,[ 78.2483   -11.776244],[10.962072 49.804543],[ 80.4434   -27.280966]
VCC2TF1,DF_E_4878822,nocodec,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,MF,-,[-37.160294 -25.890734],[16.543167 31.358366],[-18.852657  38.903645]
TGF1,DF_E_3752872,high_m4a,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FF,G,[47.523476 66.66059 ],[-22.393198 -30.05702 ],[ 62.035717 -15.836532]
TEM1,DF_E_3341795,mp3m4a,vcc2020,Task1-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team28,MM,E,[ 5.504192 48.154617],[ -9.716112 -15.835484],[50.86897  10.415666]
VCC2TM2,DF_E_3872543,mp3m4a,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,MM,-,[-5.2388263 91.02207  ],[-72.86844    -7.5912046],[27.420002  2.838692]
TMM1,DF_E_4146308,low_ogg,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FM,M,[-16.560873  14.396608],[ -3.9872706 -16.077765 ],[67.58783 42.13061]
TFF1,DF_E_4466405,high_mp3,vcc2020,Task2-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,MF,F,[ 11.2618065 -53.459435 ],[ 24.93037  -51.597534],[-23.20341  59.37295]
TEF1,DF_E_2736155,low_ogg,vcc2020,Task1-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,MF,E,[24.59243 77.57672],[-69.96324    3.003903],[-88.377945  17.92911 ]
VCC2TF1,DF_E_2226544,high_ogg,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,MF,-,[-83.0823    28.190655],[43.335667 30.045643],[-31.046322  39.198402]
TFF1,DF_E_4700255,nocodec,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,MF,F,[-8.794031 34.132713],[7.9492826 1.8015679],[29.798378  8.627176]
VCC2TM2,DF_E_3375732,low_m4a,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,MM,-,[ 57.24965  -54.616615],[ 35.102158 -30.645777],[-65.56315  -54.423805]
VCC2TF2,DF_E_4180162,low_mp3,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,FF,-,[30.620834  -4.9036884],[13.238088 40.911057],[-34.080482 -27.542236]
LA_0001,DF_E_2896618,low_mp3,asvspoof,A09,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[39.592426 41.290943],[-51.67587  34.87716],[-64.4218 -59.0488]
TFM1,DF_E_3901670,low_ogg,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,MM,F,[-9.571041 26.248034],[26.6403    -0.6520598],[63.789833 14.624936]
VCC2TM2,DF_E_2617884,high_mp3,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FM,-,[-85.120834 -20.790253],[27.012302 54.118793],[  5.9998736 -15.924215 ]
LA_0009,DF_E_2703870,high_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[82.03306  25.291328],[  6.1292267 -40.621952 ],[ 63.832344 -16.505753]
TEM2,DF_E_2694753,high_mp3,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,MM,E,[-28.407957 -35.77231 ],[ 8.059974 46.026436],[39.02173 44.26577]
TFM1,DF_E_2881242,high_mp3,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FM,F,[-10.119951  38.909683],[-40.55529    8.813011],[30.781776  -3.2961555]
TGM1,DF_E_2727535,low_m4a,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,FM,G,[ 39.419346 -10.67332 ],[-52.565712  56.122303],[ 28.7832 -77.3732]
TEM1,DF_E_4035821,high_m4a,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,MM,E,[-38.151352  55.230053],[-34.36422  -35.900284],[ 36.86376  -59.859524]
VCC2TM1,DF_E_2114169,nocodec,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FM,-,[-27.401909 -30.953806],[ 30.739965 -16.200441],[  2.1843073 -72.71275  ]
TFF1,DF_E_3019977,high_mp3,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,MF,F,[ 60.426723 -13.60742 ],[ 5.1283317 52.92498  ],[  9.694647 -50.73807 ]
TFF1,DF_E_2192720,low_ogg,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,F,[-38.304836     0.81476504],[ 1.8642437 -7.5034747],[71.04185  10.689811]
LA_0026,DF_E_3803788,high_m4a,asvspoof,A10,spoof,notrim,progress,neural_vocoder_autoregressive,-,-,-,-,[77.15248 43.34612],[-70.0094     8.544358],[-68.00613    9.628293]
LA_0027,DF_E_4094718,high_m4a,asvspoof,A07,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[56.67427 60.42549],[-16.544842 -19.452963],[-23.22291  -37.790844]
TMM1,DF_E_2386697,mp3m4a,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,MM,M,[29.959372 19.507362],[ 6.2987866 40.047325 ],[ 16.250654 -84.255875]
VCC2TF2,DF_E_4829955,high_m4a,vcc2018,SPO-N16,spoof,notrim,eval,traditional_vocoder,SPO,N16,MF,-,[-5.300134 47.698   ],[33.34936  48.130547],[ 14.872849 -13.45762 ]
TFF1,DF_E_3484532,nocodec,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FF,F,[ 23.527037 -34.224884],[-3.847166  -4.8009534],[-40.521904 -32.923912]
VCC2TM1,DF_E_2355692,nocodec,vcc2018,HUB-D02,spoof,notrim,eval,traditional_vocoder,HUB,D02,MM,-,[  7.3010254 -55.448627 ],[9.590706 8.528427],[ 34.841965 -10.969752]
TEM1,DF_E_4071194,high_mp3,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,FM,E,[  5.6636863 -44.031734 ],[ 17.137342 -44.93366 ],[ 39.786728 -57.126045]
VCC2SF4,DF_E_4734476,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-14.148344  81.724174],[-7.609376 80.44803 ],[-45.356934  67.921555]
VCC2TM1,DF_E_2408954,nocodec,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MM,-,[ 39.191257 -11.691732],[20.716246 41.03891 ],[75.98682    -0.91163903]
TGF1,DF_E_4286888,low_mp3,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,FF,G,[-37.649345  55.192097],[ -2.6998665 -25.49902  ],[ -3.5555153 -35.127796 ]
TFM1,DF_E_2456361,low_mp3,vcc2020,Task2-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,FM,F,[29.683165 12.984458],[14.074324  9.436966],[ 83.53014 -18.90432]
TMM1,DF_E_3652115,high_mp3,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,MM,M,[  7.39153  -58.996223],[-56.132874 -23.270462],[44.7848   44.837856]
LA_0018,DF_E_2472144,mp3m4a,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-,[-17.642923 -66.1298  ],[-42.64841  -46.568653],[-35.1762   -28.644659]
TEM2,DF_E_2636958,oggm4a,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,MM,E,[ 14.9018345 -18.129627 ],[-14.010842  35.994846],[ 4.0594153 50.0788   ]
LA_0048,DF_E_3160475,high_mp3,asvspoof,A19,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[88.33579   -3.1540937],[-57.960377  29.172823],[-33.736767 -55.572845]
LA_0005,DF_E_4042581,low_mp3,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[32.929188 54.52583 ],[-61.441227  21.547306],[-69.08178  -14.008751]
TFM1,DF_E_4415691,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  0.31998348 -95.45911   ],[-28.983309 -77.306984],[-37.684185  76.47176 ]
TGM1,DF_E_4622621,high_mp3,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,G,[ 67.32243 -45.42822],[-28.962893 -16.089733],[ 29.143118 -14.006586]
LA_0018,DF_E_2147886,oggm4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,[ 34.270676 -54.13872 ],[-44.22979 -67.70916],[40.096413 80.86398 ]
TEF2,DF_E_3455596,nocodec,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,MF,E,[79.99941  38.785202],[-50.650303  53.924576],[ 33.086895 -71.5965  ]
VCC2TM2,DF_E_3516726,high_ogg,vcc2018,HUB-N04,spoof,notrim,eval,traditional_vocoder,HUB,N04,FM,-,[-40.943157 -19.595404],[  1.4868871 -46.82434  ],[-66.19763  -45.571053]
VCC2TM1,DF_E_4732600,low_m4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-,[16.807323  -1.5165585],[-37.599148    5.2947536],[-10.521327  27.931885]
LA_0041,DF_E_4109262,oggm4a,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[90.84841    3.1605308],[-27.976841  40.007492],[-32.012497 -64.00901 ]
TEM2,DF_E_4971523,low_ogg,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,FM,E,[  1.8164   -13.907235],[ 21.665915 -14.358988],[-65.613976 -42.72515 ]
TFM1,DF_E_4088825,mp3m4a,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,FM,F,[18.147417 47.47463 ],[ 42.628544 -31.282011],[72.57759  15.059374]
LA_0003,DF_E_2667786,low_m4a,asvspoof,A19,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[83.26544    1.6816549],[-28.577051  37.309868],[22.391441 21.262585]
LA_0036,DF_E_4131429,high_ogg,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,[ 69.875435 -39.583714],[-37.596413 -41.351997],[ 16.023129 -72.88262 ]
LA_0031,DF_E_4982022,high_ogg,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-82.43353   27.958076],[ 47.0483  -24.86172],[-0.9805183 36.988415 ]
TEM2,DF_E_4768893,low_mp3,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MM,E,[-13.802923 -16.422146],[ 7.1545596 34.96302  ],[-35.55647   16.495665]
TEF2,DF_E_3736569,low_m4a,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,FF,E,[ 41.658516 -39.758884],[-38.94829  -42.320435],[ 40.698692 -44.1635  ]
VCC2TM2,DF_E_3190041,high_mp3,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,MM,-,[ 63.704845 -10.69256 ],[-34.979733   7.703254],[57.489117 46.9459  ]
VCC2TM1,DF_E_3162393,mp3m4a,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,MM,-,[-19.070364 -39.417465],[ 32.72938 -37.48368],[-13.776853 -18.86004 ]
VCC2TF2,DF_E_3335633,low_ogg,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MF,-,[-42.44626    5.515877],[ 43.984947 -40.01778 ],[ 3.527934 -3.749269]
LA_0032,DF_E_4163371,high_m4a,asvspoof,A09,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[-2.3289924 41.978962 ],[ 29.198776 -27.267351],[ 46.896767 -40.328556]
TMM1,DF_E_2039574,oggm4a,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MM,M,[30.9795   17.473312],[-48.7135    20.238333],[ 10.606604 -10.150361]
TGF1,DF_E_2790215,mp3m4a,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MF,G,[ 46.616577 -17.785822],[ 15.149164 -27.90821 ],[-19.674992  -9.790763]
TEM2,DF_E_4986622,high_m4a,vcc2020,Task1-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team02,MM,E,[ 70.87108 -37.21725],[ 31.252626 -26.621822],[-39.067284 -25.528606]
VCC2TM2,DF_E_4112563,low_mp3,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,MM,-,[ 4.1359963 43.178883 ],[25.444437 -5.51152 ],[-50.447193 -25.208935]
TEF1,DF_E_4317605,low_ogg,vcc2020,Task1-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,FF,E,[39.258327 25.33593 ],[-65.1592   -19.264845],[55.711384   5.8844314]
LA_0026,DF_E_2278228,low_mp3,asvspoof,A16,spoof,notrim,progress,waveform_concatenation,-,-,-,-,[ -4.0090303 -39.300453 ],[-18.77532   27.817892],[26.119617 18.888647]
TGM1,DF_E_3922216,oggm4a,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FM,G,[-7.6891   26.272644],[-14.241054 -36.345814],[-14.255007  74.744965]
LA_0049,DF_E_3109305,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 14.805127 -80.81294 ],[ -4.4558935 -81.89678  ],[-66.89537  50.36674]
VCC2TF1,DF_E_4654516,low_ogg,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,MF,-,[16.08946  44.782173],[ 51.464527 -27.597446],[-33.10263   10.545193]
TEM2,DF_E_4555502,high_m4a,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,FM,E,[-50.832054   4.918083],[ 15.155639 -19.92271 ],[ -1.3814976 -15.81624  ]
VCC2TM1,DF_E_4155250,nocodec,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MM,-,[48.285526 13.697523],[ 8.606865  -4.6913757],[  3.372598 -74.56161 ]
VCC2TF2,DF_E_2280613,oggm4a,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,FF,-,[18.416208   3.5880065],[25.069986 42.8741  ],[-4.3577676 52.10898  ]
VCC2TF2,DF_E_2054207,high_ogg,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,MF,-,[-37.7142   -27.786734],[29.916271 45.115227],[11.43412 93.15623]
VCC2TF1,DF_E_3049869,low_ogg,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MF,-,[-13.117872    0.9285846],[  6.903213 -20.504763],[-25.133205  26.132427]
TMF1,DF_E_2870330,low_mp3,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FF,M,[-76.6407      5.8191805],[46.835052 25.554094],[-24.173557  39.167404]
TMF1,DF_E_4623792,high_ogg,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,MF,M,[41.028957 42.9494  ],[29.366613 26.933355],[ 42.833744 -66.01877 ]
LA_0032,DF_E_2460913,high_m4a,asvspoof,A09,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[ 68.89838  -14.830635],[ 30.168453 -41.85107 ],[68.33884  42.686275]
TGF1,DF_E_2990225,low_ogg,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,FF,G,[-32.986027 -28.991522],[-0.13490202 -2.1168869 ],[-36.184303  19.219572]
VCC2TF1,DF_E_3255998,mp3m4a,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,FF,-,[ 29.532598 -25.141256],[52.81336  31.288212],[61.97494  17.739517]
TEF2,DF_E_4829352,high_m4a,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,MF,E,[  3.9999619 -42.521286 ],[-23.473795 -44.60822 ],[ 35.90007  -11.918653]
VCC2TF2,DF_E_2133304,high_mp3,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-,[ 60.27489  -15.116038],[-5.464269 -9.675989],[ 70.15759  -30.754667]
VCC2TF1,DF_E_4366472,nocodec,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-,[-79.968376 -31.429108],[47.527374 44.309128],[ 15.383213 -14.834708]
LA_0020,DF_E_4154398,high_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[34.57593    4.5964284],[-11.208302  40.867096],[52.810707   0.5137338]
VCC2TM1,DF_E_4613596,low_m4a,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,MM,-,[ 12.693789 -18.626814],[-1.1898415  8.345678 ],[-17.396122 -15.529834]
LA_0032,DF_E_4612400,high_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-73.49738 -42.6462 ],[-34.83219  33.85503],[-65.758446 -10.77359 ]
VCC2TF1,DF_E_3633085,mp3m4a,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,MF,-,[ 0.5365094 25.840002 ],[14.366026 45.681847],[-1.3587216 58.233788 ]
TEF2,DF_E_3681297,high_ogg,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FF,E,[-14.648826  78.34416 ],[-62.492977  -8.410608],[34.280132 64.6349  ]
TEM1,DF_E_3916450,high_ogg,vcc2020,Task1-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team07,MM,E,[24.944832 61.807632],[-50.60401     1.6324967],[-94.984535  10.269788]
LA_0005,DF_E_2185212,high_mp3,asvspoof,A13,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[40.362656 74.64473 ],[ -5.971751 -32.10337 ],[ 72.78082 -21.97223]
VCC2TM2,DF_E_2290150,oggm4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,MM,-,[-46.329243 -22.690254],[42.614513 43.774273],[ 8.828083 57.12561 ]
TEM2,DF_E_2523670,low_ogg,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,FM,E,[ 27.721073 -31.935228],[-1.0996073 10.033391 ],[-12.443915 -37.616135]
VCC2TF1,DF_E_2263826,nocodec,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FF,-,[60.73612  24.857624],[59.40031  27.949863],[-16.019634  -9.905372]
VCC2TF2,DF_E_2568067,high_mp3,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,FF,-,[16.849907 43.659977],[ 53.96558  -31.571379],[ 38.836945 -34.726017]
VCC2TF2,DF_E_3682390,high_m4a,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,MF,-,[-62.45047   52.555637],[ -7.4900017 -50.517006 ],[-32.640976 -77.124306]
LA_0043,DF_E_4142572,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[  0.15329021 -96.83863   ],[ -5.8385525 -88.18241  ],[-67.382095  39.372128]
VCC2TF1,DF_E_4583214,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-,[65.107796 27.74402 ],[50.319218 41.978344],[-33.162075  15.268613]
TEM2,DF_E_2774857,high_m4a,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MM,E,[  3.84671 -39.23596],[39.206776 42.789806],[ 45.870026 -64.3968  ]
TEF2,DF_E_3021398,low_ogg,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,FF,E,[34.257114  4.689204],[-22.020689  13.250675],[ 17.126574 -78.839676]
VCC2TF1,DF_E_4464525,mp3m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FF,-,[-86.388695 -23.224297],[-51.590317  34.358856],[-11.606772 -17.544601]
VCC2TM1,DF_E_4499646,mp3m4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-,[25.555044  -4.6268024],[ 9.590179 44.772903],[-9.200209 31.109858]
TGF1,DF_E_2886447,low_m4a,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,MF,G,[-6.163456 47.54205 ],[ 9.550124 43.394356],[22.749159 32.80175 ]
VCC2TF1,DF_E_4873710,oggm4a,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-,[-24.910006 -36.910313],[ 2.0025463 48.079075 ],[-9.542861 49.061428]
VCC2SF4,DF_E_4498505,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 18.558628 -73.60007 ],[-16.82114 -80.58597],[-56.198196  36.77862 ]
VCC2TF1,DF_E_2846706,high_mp3,vcc2018,HUB-N04,spoof,notrim,eval,traditional_vocoder,HUB,N04,MF,-,[24.716778 35.507492],[56.552002 28.212057],[-9.426376   -0.49424073]
TEM2,DF_E_2651850,oggm4a,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,MM,E,[-14.297971  74.13341 ],[-18.096716 -12.537358],[ 15.379145 -52.003895]
VCC2TM2,DF_E_3096366,high_ogg,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,FM,-,[ 49.541565 -76.211655],[14.371278 44.87061 ],[-25.566996  34.27813 ]
TMF1,DF_E_4784038,low_ogg,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,M,[ 31.326052 -52.506165],[-3.7612793 81.50492  ],[ 16.122335 -53.899113]
VCC2TM1,DF_E_3604788,high_ogg,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,FM,-,[  4.3626833 -64.18861  ],[-43.52428  -32.062088],[ 13.113194 -64.073425]
TMF1,DF_E_4903464,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 36.22492  -51.385616],[-39.258907 -70.73478 ],[-57.751312  57.73504 ]
TMF1,DF_E_4486486,low_ogg,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MF,M,[54.758675 23.521435],[14.439674 30.482563],[ 44.763096 -62.95148 ]
TGF1,DF_E_4122910,low_mp3,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,G,[ 16.998789 -20.823313],[18.43403 27.95856],[-1.9151844 -6.9765935]
TEF1,DF_E_4113353,low_m4a,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,FF,E,[-59.25397   58.562164],[ 14.243331 -35.748196],[-61.18446 -40.35705]
LA_0003,DF_E_4738981,high_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[83.3081     1.9978806],[-34.92791  34.54894],[67.41364  34.783638]
LA_0001,DF_E_3137993,nocodec,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-,[30.0006   17.736631],[-9.53886   6.749224],[ 46.941833 -49.910225]
TGM1,DF_E_4226333,nocodec,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,FM,G,[-38.355453  56.570374],[  5.823049 -28.533432],[-33.474453 -67.43964 ]
TEM2,DF_E_3589763,low_m4a,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,FM,E,[ 67.15199  -13.732289],[ 0.08297131 51.845215  ],[79.56111   -2.3671489]
VCC2TF2,DF_E_4752459,low_m4a,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,MF,-,[-1.4881928 41.298847 ],[39.121735 39.60502 ],[  2.8844163 -10.038008 ]
LA_0001,DF_E_2508483,high_mp3,asvspoof,A07,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[ -0.10449955 -42.47182   ],[ 24.9631   -27.094063],[-50.75068 -74.63633]
VCC2TF2,DF_E_2140351,high_mp3,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,MF,-,[43.28399  -9.432711],[59.967663 25.591835],[ -9.427925 -10.05911 ]
LA_0015,DF_E_3385230,low_mp3,asvspoof,A09,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[53.42504  40.820904],[ 32.241344 -52.78568 ],[53.1227   17.841722]
